Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Sales category,Quantity,Discount, Profit ,Profit Status
104,US-2015-156867,22-11-2016,22-02-2017,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.9,Medium,6,0.2,-26.88,Loss
105,US-2015-156867,23-11-2016,23-02-2017,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-O Duramat Lighweight, Studded, Beveled Mat For Low Pile Carpeting",102.36,Medium,3,0.2,-3.84,Loss
106,US-2015-156867,24-11-2016,24-02-2017,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 Sheets",36.88,Low,3,0.7,-25.82,Loss
107,CA-2017-119004,25-11-2016,25-02-2017,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 Gb Usb 2.0 Flash Drive,74.11,Low,8,0.2,17.6,Profit
108,CA-2017-119004,26-11-2016,26-02-2017,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.99,Low,1,0.2,2.1,Profit
109,CA-2017-119004,27-11-2016,27-02-2017,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3.3,Low,1,0.2,1.07,Profit
110,CA-2015-129476,28-11-2016,28-02-2017,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510S - Keyboard,339.96,Medium,5,0.2,67.99,Profit
111,CA-2017-146780,29-11-2016,01-03-2017,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,Low,2,0,10.91,Profit
112,CA-2016-128867,30-11-2016,02-03-2017,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt Powerhouse Electric Pencil Sharpener, Blue",75.96,Low,2,0,22.79,Profit
113,CA-2016-128867,01-12-2016,03-03-2017,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,Low,6,0,13.35,Profit
114,CA-2014-115259,02-12-2016,04-03-2017,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,Office Supplies,Fasteners,"Oic Colored Binder Clips, Assorted Sizes",40.1,Low,14,0.2,14.53,Profit
115,CA-2014-115259,03-12-2016,05-03-2017,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 X 9 1/2",4.72,Low,2,0.2,1.65,Profit
116,CA-2014-115259,04-12-2016,06-03-2017,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,23.98,Low,3,0.2,7.49,Profit
117,CA-2014-115259,05-12-2016,07-03-2017,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek Top-Opening Peel & Seel Envelopes, Plain White",130.46,Medium,6,0.2,44.03,Profit
118,CA-2015-110457,06-12-2016,08-03-2017,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,High,3,0,165.38,Profit
119,US-2015-136476,07-12-2016,09-03-2017,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,Binders,Gbc Docubind 300 Electric Binding Machine,157.79,Medium,1,0.7,-115.72,Loss
120,CA-2016-103730,08-12-2016,10-03-2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,Low,3,0,18.35,Profit
121,CA-2016-103730,09-12-2016,11-03-2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,Office Supplies,Binders,Dxl Angle-View Binders With Locking Rings By Samsill,30.84,Low,4,0,13.88,Profit
122,CA-2016-103730,10-12-2016,12-03-2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,Medium,6,0,63.44,Profit
123,CA-2016-103730,11-12-2016,13-03-2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,Medium,9,0,51.76,Profit
124,CA-2016-103730,12-12-2016,14-03-2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10003875,Technology,Phones,Kld Oscar Ii Style Snap-On Ultra Thin Side Flip Synthetic Leather Cover Case For Htc One Htc M7,68.04,Low,7,0,19.73,Profit
125,US-2014-152030,13-12-2016,15-03-2017,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager'S Chair,600.56,High,3,0.3,-8.58,Loss
126,US-2014-134614,14-12-2016,16-03-2017,Standard Class,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 X 96 Conference Tables,617.7,High,6,0.5,-407.68,Loss
127,US-2017-107272,15-12-2016,17-03-2017,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.39,Low,2,0.7,-1.83,Loss
128,US-2017-107272,16-12-2016,18-03-2017,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle Ii, Black",243.99,Medium,7,0.2,30.5,Profit
129,US-2016-125969,17-12-2016,19-03-2017,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.42,Low,2,0.2,-9.16,Loss
130,US-2016-125969,18-12-2016,20-03-2017,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats For High Pile Carpets,238.56,Medium,3,0,26.24,Profit
131,US-2017-164147,19-12-2016,21-03-2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port Usb Wall Charger Travel Power Adapter For Iphone 5S 5C 5,59.97,Low,5,0.4,-11.99,Loss
132,US-2017-164147,20-12-2016,22-03-2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,78.3,Low,2,0.2,29.36,Profit
133,US-2017-164147,21-12-2016,23-03-2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,21.46,Low,9,0.2,6.97,Profit
134,CA-2016-145583,22-12-2016,24-03-2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,20.04,Low,3,0,9.62,Profit
135,CA-2016-145583,23-12-2016,25-03-2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,35.44,Low,1,0,16.66,Profit
136,CA-2016-145583,24-12-2016,26-03-2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,Low,4,0,3.46,Profit
137,CA-2016-145583,25-12-2016,27-03-2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,Low,2,0,1.97,Profit
138,CA-2016-145583,26-12-2016,28-03-2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-BI-10004781,Office Supplies,Binders,Gbc Wire Binding Strips,76.18,Low,3,0.2,26.66,Profit
139,CA-2016-145583,27-12-2016,29-03-2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,Low,6,0,18.45,Profit
140,CA-2016-145583,28-12-2016,30-03-2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,Low,14,0,20.7,Profit
141,CA-2016-110366,29-12-2016,31-03-2017,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,Low,2,0.2,10.35,Profit
142,CA-2017-106180,30-12-2016,01-04-2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,8.82,Low,3,0,2.38,Profit
143,CA-2017-106180,31-12-2016,02-04-2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs Of Business Envelopes,10.86,Low,3,0,5.1,Profit
144,CA-2017-106180,01-01-2017,03-04-2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,143.7,Medium,3,0,68.98,Profit
145,CA-2017-155376,02-01-2017,04-04-2017,Standard Class,SG-20080,Sandra Glassco,Consumer,United States,Independence,Missouri,64055,Central,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,High,3,0,218.25,Profit
146,CA-2015-110744,03-01-2017,05-04-2017,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,High,7,0,20.16,Profit
147,CA-2014-110072,04-01-2017,06-04-2017,Standard Class,MG-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.89,Low,4,0.2,12.91,Profit
148,CA-2016-114489,05-01-2017,07-04-2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset With In-Line Volume - M214C,384.45,Medium,11,0,103.8,Profit
149,CA-2016-114489,06-01-2017,08-04-2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10001448,Technology,Phones,Anker Astro 15000Mah Usb Portable Charger,149.97,Medium,3,0,6,Profit
150,CA-2016-114489,07-01-2017,09-04-2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","1,951.84",Very High,8,0,585.55,Profit
151,CA-2016-114489,08-01-2017,10-04-2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10002735,Office Supplies,Binders,Gbc Prestige Therm-A-Bind Covers,171.55,Medium,5,0,80.63,Profit
152,CA-2016-158834,09-01-2017,11-04-2017,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet Surgemaster Surge Protector With Phone Protection,157.92,Medium,5,0.2,17.77,Profit
153,CA-2016-158834,10-01-2017,12-04-2017,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,TEC-PH-10001254,Technology,Phones,Jabra Biz 2300 Duo Qd Duo Corded Headset,203.18,Medium,2,0.2,15.24,Profit
154,CA-2015-124919,11-01-2017,13-04-2017,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,Low,7,0,26.27,Profit
155,CA-2015-124919,12-01-2017,14-04-2017,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,Medium,4,0,48.54,Profit
156,CA-2015-124919,13-01-2017,15-04-2017,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File With Scoop Front Design, Black",80.88,Low,6,0,21.03,Profit
157,CA-2015-118948,14-01-2017,16-04-2017,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,Low,3,0,1.79,Profit
158,CA-2014-104269,15-01-2017,17-04-2017,Second Class,DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager'S Chair,457.57,Medium,2,0.2,51.48,Profit
159,CA-2016-114104,16-01-2017,18-04-2017,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,Low,2,0,6.87,Profit
160,CA-2016-114104,17-01-2017,19-04-2017,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital Phone,944.93,High,7,0,236.23,Profit
161,CA-2016-162733,18-01-2017,20-04-2017,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,5.98,Low,1,0,2.69,Profit
162,CA-2015-119697,19-01-2017,21-04-2017,Second Class,EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key Usb Numeric Keypad,54.38,Low,2,0.2,1.36,Profit
163,CA-2016-154508,20-01-2017,22-04-2017,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,88220,West,OFF-EN-10001990,Office Supplies,Envelopes,Staple Envelope,28.4,Low,5,0,13.35,Profit
164,CA-2016-113817,21-01-2017,23-04-2017,Standard Class,MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,Low,2,0.2,9.69,Profit
165,CA-2014-139892,22-01-2017,24-04-2017,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10004441,Office Supplies,Art,Bic Brite Liner Highlighters,9.94,Low,3,0.2,2.73,Profit
166,CA-2014-139892,23-01-2017,25-04-2017,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822,Technology,Machines,Lexmark Mx611Dhe Monochrome Laser Printer,"8,159.95",Very High,8,0.4,"-1,359.99",Loss
167,CA-2014-139892,24-01-2017,26-04-2017,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions Hd Industrial Steel Shelving.,275.93,Medium,3,0.2,-58.63,Loss
168,CA-2014-139892,25-01-2017,27-04-2017,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10004287,Furniture,Chairs,Safco Arco Folding Chair,"1,740.06",Very High,9,0.3,-24.86,Loss
169,CA-2014-139892,26-01-2017,28-04-2017,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.06,Low,6,0.2,6.81,Profit
170,CA-2014-139892,27-01-2017,29-04-2017,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet Masterpiece Power Center,177.98,Medium,5,0.8,-453.85,Loss
171,CA-2014-139892,28-01-2017,30-04-2017,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10003931,Technology,Phones,Jbl Micro Wireless Portable Bluetooth Speaker,143.98,Medium,3,0.2,9,Profit
172,CA-2014-118962,29-01-2017,01-05-2017,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” X 11”",20.94,Low,3,0,9.84,Profit
173,CA-2014-118962,30-01-2017,02-05-2017,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,110.96,Medium,2,0,53.26,Profit
174,CA-2014-118962,31-01-2017,03-05-2017,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.14,Medium,7,0.2,21.26,Profit
175,US-2014-100853,01-02-2017,04-05-2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet Masterpiece Homeoffice Power Control Center,52.45,Low,2,0.8,-131.12,Loss
176,US-2014-100853,02-02-2017,05-05-2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,Office Supplies,Labels,Avery 51,20.16,Low,4,0.2,6.55,Profit
177,US-2017-152366,03-02-2017,06-05-2017,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.26,Low,4,0.8,-243.16,Loss
178,US-2015-101511,04-02-2017,07-05-2017,Second Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.8,Medium,7,0.3,-11.34,Loss
179,US-2015-101511,05-02-2017,08-05-2017,Second Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,Low,5,0.2,-3.77,Loss
180,CA-2015-137225,06-02-2017,09-05-2017,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,Low,1,0,1.41,Profit
181,CA-2014-166191,07-02-2017,10-05-2017,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote With Lid, Black",24.82,Low,2,0.2,1.86,Profit
182,CA-2014-166191,08-02-2017,11-05-2017,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted Usb 2.0 Flash Drive; 16Gb,408.74,Medium,7,0.2,76.64,Profit
183,CA-2014-158274,09-02-2017,12-05-2017,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-PH-10003273,Technology,Phones,At&T Tr1909W,503.96,High,4,0,131.03,Profit
184,CA-2014-158274,10-02-2017,13-05-2017,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,Medium,5,0,41.99,Profit
185,CA-2014-158274,11-02-2017,14-05-2017,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-AC-10002345,Technology,Accessories,Hp Standard 104 Key Ps/2 Keyboard,29,Low,2,0,7.25,Profit
186,CA-2016-105018,12-02-2017,15-05-2017,Standard Class,SK-19990,Sally Knutson,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,Low,2,0,3.44,Profit
